5.7261,5.7291,5.7414,5.7599,5.7804,5.7471,5.7332,5.7686,5.7113,5.7729,5.7442,5.7022,5.7583,5.768,5.7788,5.7568,5.6973,5.7491,5.8162,5.782,5.7186,5.7654,5.696,5.7665,5.7793,5.7428,5.7699,5.7727,5.698,5.7362,5.7363,5.7365,5.7599,5.7267,5.7588,5.7047,5.7113,5.7385,5.722,5.7701,5.7115,5.7303,5.7389,5.7678,5.7217,5.7384,5.7131,5.7052,5.6902,5.7284,5.6679,5.7485,5.7638,5.6956,5.7513,5.7658,5.7665,5.752,5.7551,5.6854,5.7532,5.7742,5.8103,5.818,5.7318,5.662,5.7234,5.7488,5.7214,5.7576,5.7105,5.7247,5.7663,5.7007,5.7379,5.7815,5.7359,5.7681,5.7195,5.7406,5.7284,5.7178,5.6747,5.766,5.7255,5.7472,5.7279,5.7438,5.7726,5.7215,5.7544,5.7033,5.7321,5.6573,5.7428,5.7384,5.7661,5.6876,5.7719,5.7102,5.717,5.7683,5.764,5.7397,5.7117,5.7547,5.7483,5.7479,5.7137,5.7088,5.8125,5.7469,5.6818,5.7155,5.7462,5.7455,5.762,5.7418,5.6955,5.7468,5.7526,5.6925,5.7468,5.693,5.7126,5.7578,5.7472,5.7653,5.7247,5.7121,5.7526,5.699,5.6842,5.7336,5.6872,5.7348,5.7324,5.7221,5.6925,5.7679,5.7555,5.7489,5.7669,5.7307,5.7382,5.7389,5.7027,5.7249,5.706,5.6992,5.6958,5.7681,5.7196,5.7028,5.7564,5.7197,5.6779,5.7574,5.7015,5.7653,5.7374,5.7357,5.7219,5.692,5.707,5.7386,5.7542,5.6901,5.7069,5.7454,5.7088,5.7382,5.715,5.6882,5.7115,5.6917,5.7118,5.7623,5.6843,5.7484,5.7345,5.7127,5.7215,5.7467,5.7783,5.7585,5.7601,5.7296,5.7325,5.7396,5.7579,5.6969,5.6831,5.7658,5.7024,5.6492,5.7502,5.7318,5.7188,5.6943,5.728,5.7322,5.711,5.7248,5.7206,5.7019,5.7133,5.7165,5.7691,5.7136,5.7403,5.7154,5.7302,5.7356,5.7006,5.6831,5.7834,5.7036,5.7071,5.7238,5.7266,5.6915,5.6966,5.7057,5.6867,5.7125,5.6823,5.7262,5.7239,5.7162,5.7054,5.7156,5.7104,5.7399,5.7196,5.6852,5.7482,5.6694,5.7089,5.658,5.6623,5.7112,5.7347,5.7091,5.766,5.721,5.7213,5.7371,5.7032,5.7179
5.7042,5.7552,5.7575,5.6976,5.7464,5.668,5.666,5.7171,5.7366,5.721,5.6936,5.7279,5.7008,5.6971,5.7481,5.7516,5.711,5.706,5.6919,5.7525,5.7443,5.6889,5.6983,5.7305,5.6962,5.7138,5.6614,5.7514,5.7141,5.7759,5.6865,5.7426,5.7291,5.6724,5.6927,5.7633,5.74,5.7466,5.7202,5.6681,5.6665,5.7128,5.6996,5.7022,5.6954,5.7081,5.7072,5.6313,5.6817,5.679,5.7094,5.7187,5.6984,5.7436,5.7303,5.7052,5.7133,5.7098,5.7244,5.7279,5.7216,5.6943,5.7118,5.6877,5.6886,5.7215,5.6615,5.7404,5.7004,5.7521,5.7014,5.6924,5.6565,5.6802,5.7386,5.6865,5.6778,5.6961,5.7088,5.7167,5.7037,5.6887,5.7261,5.739,5.6996,5.724,5.7311,5.6866,5.6785,5.7018,5.7089,5.7038,5.7159,5.7171,5.7094,5.6505,5.7097,5.6874,5.621,5.6865,5.653,5.696,5.7016,5.679,5.6913,5.686,5.6763,5.6829,5.664,5.7117,5.6443,5.7061,5.6742,5.6579,5.7112,5.7041,5.7513,5.7666,5.6996,5.7332,5.6481,5.6494,5.6791,5.6766,5.6847,5.6944,5.7082,5.6812,5.6888,5.6685,5.6672,5.6866,5.7019,5.6723,5.6898,5.7062,5.6423,5.6827,5.6698,5.7478,5.6857,5.6808,5.6729,5.6785,5.6709,5.6788,5.7113,5.7086,5.6704,5.6814,5.6864,5.6944,5.6718,5.6847,5.7013,5.7265,5.7061,5.6934,5.6627,5.689,5.6511,5.6647,5.6389,5.6789,5.6507,5.6775,5.693,5.6629,5.6635,5.6953,5.7281,5.6874,5.6514,5.6836,5.7081,5.6521,5.6453,5.659,5.6418,5.6325,5.7006,5.6595,5.7055,5.6547,5.6959,5.631,5.6859,5.6514,5.6743,5.653,5.6386,5.6628,5.6684,5.6522,5.6615,5.6939,5.6356,5.6993,5.6941,5.6528,5.6695,5.6224,5.6535,5.6326,5.6592,5.7048,5.6639,5.6383,5.614,5.7282,5.6959,5.6523,5.6555,5.6682,5.6832,5.6715,5.6654,5.6847,5.68,5.666,5.688,5.6626,5.6578,5.6185,5.6539,5.664,5.6512,5.6448,5.663,5.6635,5.6829,5.6639,5.6631,5.6365,5.6528,5.6564,5.6537,5.6055,5.6015,5.6745,5.6251,5.638,5.6132,5.7061,5.6535,5.6529,5.6274,5.602,5.642,5.6097
5.6708,5.6356,5.643,5.5957,5.6493,5.6247,5.6617,5.6366,5.6186,5.6695,5.6281,5.581,5.6149,5.6299,5.681,5.6884,5.6049,5.601,5.5859,5.615,5.6873,5.654,5.6552,5.6445,5.6332,5.6263,5.6394,5.6327,5.6824,5.6555,5.6111,5.654,5.6474,5.6444,5.6387,5.6123,5.6224,5.6734,5.6406,5.6734,5.6592,5.6542,5.5913,5.6153,5.617,5.6772,5.6193,5.6622,5.6521,5.6069,5.6348,5.6563,5.6063,5.642,5.6404,5.6855,5.6332,5.5944,5.6563,5.6709,5.605,5.633,5.5985,5.6475,5.6521,5.6337,5.662,5.6314,5.5949,5.6198,5.6501,5.6459,5.6064,5.615,5.5775,5.6298,5.6711,5.6114,5.6395,5.6496,5.6069,5.5959,5.6148,5.6301,5.5825,5.6475,5.6956,5.6425,5.5959,5.6355,5.6031,5.6394,5.636,5.6152,5.6384,5.6276,5.5569,5.5714,5.6098,5.5961,5.5516,5.6394,5.6138,5.6377,5.6327,5.6286,5.577,5.6325,5.6263,5.6372,5.6348,5.6152,5.6341,5.5834,5.6143,5.5883,5.5975,5.6323,5.6213,5.6038,5.6085,5.5248,5.659,5.5951,5.603,5.5978,5.5787,5.6296,5.6023,5.6052,5.6221,5.5821,5.5699,5.5505,5.555,5.5941,5.6101,5.6158,5.5902,5.6111,5.6058,5.5584,5.6201,5.6163,5.627,5.5731,5.6057,5.5872,5.6201,5.5438,5.6154,5.5478,5.5921,5.6231,5.5997,5.5991,5.6039,5.6054,5.5689,5.5826,5.633,5.6772,5.5,5.5258,5.6138,5.6049,5.5975,5.5707,5.5956,5.5686,5.6384,5.5818,5.5969,5.5693,5.5403,5.5949,5.5954,5.613,5.6043,5.5794,5.5908,5.5627,5.5123,5.6386,5.5762,5.6095,5.6,5.5183,5.6026,5.5583,5.5759,5.5448,5.5754,5.5853,5.5579,5.5415,5.6234,5.5492,5.576,5.5558,5.6148,5.6528,5.5596,5.541,5.5591,5.5813,5.6236,5.5673,5.5873,5.5771,5.5769,5.5772,5.6506,5.5371,5.6112,5.6068,5.5706,5.575,5.5899,5.5272,5.4981,5.6045,5.5961,5.6176,5.553,5.5547,5.5821,5.5591,5.5703,5.561,5.5765,5.587,5.5614,5.5763,5.5393,5.5726,5.5635,5.5603,5.5646,5.5787,5.5983,5.5441,5.5589,5.5653,5.5344,5.6078,5.5697,5.5287,5.568,5.5738
5.5676,5.5095,5.506,5.5475,5.5158,5.5399,5.5582,5.575,5.5553,5.5739,5.5718,5.6049,5.6173,5.5035,5.544,5.6026,5.561,5.5121,5.6072,5.5808,5.5819,5.6312,5.5587,5.5696,5.5698,5.5254,5.5084,5.553,5.5374,5.5447,5.5569,5.5213,5.6149,5.537,5.5355,5.5153,5.5283,5.5502,5.4853,5.5024,5.5635,5.5159,5.5494,5.569,5.5873,5.5519,5.4822,5.512,5.5539,5.5544,5.5152,5.5803,5.5229,5.5303,5.4971,5.5093,5.5233,5.4972,5.4844,5.4889,5.5306,5.5284,5.5073,5.4954,5.5053,5.5343,5.464,5.5049,5.4667,5.4603,5.5173,5.5231,5.5326,5.4986,5.5364,5.4805,5.449,5.5349,5.5379,5.4894,5.5463,5.4976,5.4908,5.5249,5.4902,5.4687,5.4689,5.49,5.4682,5.5425,5.5566,5.5113,5.5177,5.4933,5.4956,5.4576,5.5206,5.5215,5.503,5.5008,5.4995,5.5008,5.4859,5.4568,5.4901,5.5194,5.4465,5.5584,5.5029,5.4505,5.5155,5.4812,5.4656,5.484,5.5129,5.4944,5.5073,5.4647,5.4803,5.5001,5.4943,5.4756,5.5089,5.4914,5.4976,5.5164,5.444,5.504,5.4991,5.5112,5.4341,5.4719,5.4703,5.4621,5.4915,5.4822,5.4649,5.4689,5.4769,5.4742,5.476,5.5168,5.475,5.4754,5.4774,5.4322,5.4304,5.4395,5.4643,5.4301,5.497,5.4593,5.4725,5.4585,5.5064,5.4729,5.4615,5.463,5.4523,5.4596,5.486,5.4811,5.4509,5.5054,5.441,5.4434,5.4437,5.4668,5.467,5.4176,5.5077,5.4605,5.4658,5.394,5.4641,5.462,5.487,5.4326,5.3958,5.482,5.429,5.449,5.4306,5.3988,5.3889,5.4962,5.4671,5.4581,5.4589,5.4026,5.4483,5.4522,5.4447,5.4647,5.4108,5.451,5.4497,5.4061,5.4445,5.463,5.4649,5.4519,5.4052,5.4465,5.4192,5.4075,5.4488,5.4149,5.4589,5.4907,5.4216,5.409,5.4114,5.4875,5.4423,5.4897,5.4106,5.4536,5.4283,5.4993,5.3927,5.3997,5.4033,5.4083,5.422,5.4047,5.517,5.4413,5.4455,5.3872,5.4486,5.4507,5.4013,5.4621,5.4299,5.3976,5.3874,5.4125,5.4565,5.3744,5.409,5.4148,5.4086,5.3746,5.4851,5.3571,5.363,5.4304,5.471,5.3613
5.38,5.4447,5.3799,5.4355,5.4008,5.4444,5.4053,5.3465,5.3851,5.4253,5.4099,5.3483,5.4191,5.4291,5.4542,5.3575,5.404,5.4167,5.4232,5.3873,5.433,5.4085,5.3807,5.4051,5.3953,5.431,5.3876,5.3992,5.4092,5.3849,5.3781,5.385,5.4019,5.3837,5.3509,5.3982,5.3772,5.3937,5.3404,5.3852,5.3481,5.3835,5.3851,5.3831,5.394,5.3615,5.3681,5.3736,5.372,5.3648,5.3533,5.3553,5.3208,5.34,5.3753,5.3751,5.3631,5.3929,5.3688,5.3494,5.3395,5.3496,5.3624,5.3936,5.337,5.2417,5.3372,5.358,5.3469,5.3907,5.316,5.3786,5.3237,5.3838,5.3269,5.2878,5.3532,5.276,5.3827,5.3074,5.3292,5.3501,5.3472,5.3715,5.3132,5.3309,5.2439,5.3347,5.3064,5.3916,5.3354,5.3166,5.3561,5.39,5.3205,5.3783,5.3702,5.3118,5.3486,5.313,5.304,5.3495,5.3161,5.3018,5.3397,5.2724,5.268,5.3433,5.3473,5.334,5.3099,5.354,5.3187,5.3591,5.3064,5.348,5.2922,5.2789,5.2719,5.2951,5.2754,5.2643,5.2806,5.3278,5.3118,5.2889,5.26,5.3412,5.3286,5.2757,5.3023,5.3037,5.2225,5.2837,5.2544,5.2986,5.2664,5.3065,5.3075,5.316,5.2826,5.2465,5.2814,5.2595,5.3158,5.3111,5.2823,5.3168,5.3041,5.3031,5.2289,5.225,5.3127,5.2538,5.3454,5.3058,5.2749,5.3066,5.2938,5.2338,5.2949,5.2776,5.3204,5.1693,5.2342,5.2855,5.2314,5.2569,5.2522,5.2145,5.278,5.302,5.3008,5.258,5.2895,5.2519,5.2585,5.2513,5.2529,5.2821,5.3018,5.2865,5.293,5.2301,5.2642,5.2661,5.1999,5.2441,5.2124,5.2511,5.2829,5.2776,5.3056,5.2191,5.2081,5.2284,5.2476,5.2898,5.2669,5.261,5.2573,5.2097,5.2697,5.2238,5.2028,5.211,5.233,5.2309,5.2758,5.2544,5.2663,5.2154,5.2319,5.215,5.2376,5.2128,5.2535,5.2316,5.2422,5.1923,5.169,5.2053,5.2236,5.1797,5.2073,5.2407,5.2595,5.2047,5.2318,5.2249,5.2356,5.1933,5.2254,5.2483,5.2971,5.2412,5.23,5.2325,5.2913,5.2075,5.1414,5.1937,5.2063,5.2019,5.2456,5.213,5.2051,5.1766,5.1713,5.2341
5.2124,5.2027,5.2419,5.2004,5.1685,5.1544,5.2341,5.2108,5.1108,5.1771,5.1446,5.1769,5.2348,5.2636,5.1393,5.1954,5.1752,5.2163,5.2174,5.1819,5.1818,5.1584,5.17,5.1697,5.1638,5.1845,5.1546,5.1529,5.1013,5.1663,5.2029,5.1332,5.1717,5.1436,5.1066,5.1656,5.1617,5.177,5.2101,5.2339,5.1229,5.1876,5.1438,5.1949,5.1121,5.1515,5.1329,5.1489,5.1578,5.1932,5.1056,5.1461,5.1546,5.1377,5.1544,5.1409,5.1215,5.1309,5.1613,5.1744,5.1006,5.0908,5.1831,5.1453,5.1614,5.0947,5.127,5.1095,5.1209,5.1199,5.0861,5.1229,5.0976,5.0135,5.1053,5.1198,5.0519,5.1646,5.0561,5.1466,5.1495,5.0714,5.1247,5.1171,5.1413,5.1141,5.1631,5.1151,5.1138,5.1332,5.1151,5.114,5.1722,5.1142,5.1562,5.1007,5.0643,5.1043,5.0943,5.0752,5.1635,5.1286,5.0757,5.1007,5.0639,5.0416,5.0909,5.1348,5.0876,5.0794,5.097,5.097,5.1037,5.0738,5.0898,5.037,5.0634,5.1152,5.1319,5.0716,5.0869,5.0528,5.0474,5.1101,5.138,5.027,5.0883,5.0846,5.1025,5.0407,5.0406,5.0558,5.0475,5.0793,5.0629,5.0766,5.0465,5.0283,5.0832,5.0828,5.0878,5.0901,5.0885,5.0663,5.0467,5.0203,5.0843,5.064,5.0428,5.0571,5.0548,5.0636,5.0551,5.031,5.0364,5.087,5.0351,5.0845,5.0348,5.0094,5.0914,5.0357,5.077,5.0804,5.0926,5.0541,5.0002,5.0205,5.03,5.044,5.0412,4.9694,5.022,5.073,5.0834,5.0473,5.0388,4.9654,5.0044,5.0033,5.0348,5.0039,5.0078,5.001,5.0211,5.062,5.0281,5.0583,5.0275,5.0538,4.9869,5.044,5.0167,4.985,5.0428,5.0265,5.0075,5.0598,5.0302,5.0571,5.0029,5.0239,4.993,5.003,5.0176,5.0044,4.971,5.0058,4.985,5.0123,5.0332,4.9816,4.9984,4.9947,4.9424,4.99,5.0188,5.0164,5.0038,4.9605,5.0006,5.0427,4.9825,4.9807,5.0427,5.0169,4.9369,4.9966,5.0529,4.9916,5.0115,5.0335,4.9719,4.9488,5.048,5.0128,5.0003,5.0023,4.9428,5.0074,4.9863,4.9862,5.0007,4.9287,4.9774,4.958,4.9813,5.0134,4.9671,4.9751
4.9162,4.9849,4.9841,5.0151,5.036,4.9156,4.9881,4.9559,4.998,4.9631,4.9596,4.9511,4.9582,4.9938,5.0144,4.9256,4.9471,4.9409,4.975,4.992,5.0132,4.9309,4.9397,4.9746,4.9668,4.9849,4.8916,4.9563,4.9847,4.9402,4.9524,4.9584,4.9796,5.0135,4.938,4.9501,4.9571,4.9264,4.925,4.9391,4.9475,4.9893,4.9403,4.9183,4.9713,4.9436,4.9731,4.9221,5.018,4.9076,4.9074,4.9138,4.9771,4.9097,4.9408,4.9618,4.9488,4.9294,4.9002,4.9301,4.9288,4.9379,4.9526,4.9272,4.9237,4.9192,4.9346,4.9146,4.9174,4.908,4.9427,4.9825,4.9137,4.9255,4.9692,4.9359,4.9195,4.9129,4.93,4.8761,4.882,4.9058,4.924,4.9887,4.9187,4.9819,4.9415,4.8696,4.9714,4.9232,4.892,4.955,4.9205,4.8962,4.9184,4.8946,4.973,4.9154,4.9493,4.9088,4.9604,4.9,4.8961,4.9229,4.9347,4.9342,4.8629,4.8904,4.9114,4.9529,4.9128,4.9097,4.906,4.887,4.9299,4.8932,4.8861,4.8763,4.8669,4.8754,4.9014,4.9321,4.8906,4.8786,4.9071,4.8977,4.8823,4.917,4.9064,4.908,4.8142,4.9509,4.9165,4.884,4.8774,4.8956,4.8459,4.8868,4.9265,4.8663,4.8597,4.9395,4.9177,4.8691,4.9217,4.8575,4.9532,4.863,4.9221,4.9376,4.9223,4.8146,4.8892,4.8949,4.8936,4.8725,4.9545,4.8188,4.9134,4.9001,4.9111,4.8964,4.8364,4.8364,4.8512,4.7852,4.8813,4.8969,4.8863,4.8679,4.9312,4.8209,4.9421,4.888,4.886,4.9008,4.8775,4.8746,4.9135,4.8357,4.8937,4.8181,4.8706,4.8539,4.8343,4.8629,4.8693,4.8645,4.8803,4.8871,4.8524,4.8742,4.8708,4.8483,4.8458,4.9171,4.8943,4.8109,4.8881,4.7582,4.8475,4.845,4.8023,4.8482,4.8426,4.8599,4.9088,4.8535,4.7954,4.8143,4.8379,4.9222,4.8389,4.8655,4.8704,4.8994,4.8537,4.8195,4.8402,4.848,4.8278,4.8774,4.8421,4.8449,4.8012,4.8746,4.8111,4.8546,4.8145,4.8704,4.8109,4.7805,4.8128,4.8742,4.851,4.8009,4.8414,4.8161,4.8344,4.8091,4.8514,4.8408,4.8816,4.815,4.7789,4.8047,4.8249,4.8665,4.8841,4.8684
4.766,4.8255,4.8242,4.8309,4.8019,4.9605,4.864,4.8652,4.8418,4.8278,4.8294,4.8631,4.7876,4.8282,4.8298,4.8141,4.8346,4.8345,4.8844,4.8773,4.8229,4.7943,4.8525,4.8242,4.8231,4.8702,4.8458,4.8371,4.8156,4.8479,4.8726,4.8342,4.7819,4.8529,4.8379,4.8001,4.8227,4.806,4.7484,4.7888,4.888,4.8035,4.828,4.794,4.8397,4.8446,4.7644,4.795,4.8754,4.8454,4.788,4.8381,4.7995,4.8673,4.8265,4.8198,4.7713,4.7752,4.8031,4.7819,4.8272,4.8238,4.8246,4.8489,4.7263,4.8303,4.8033,4.7709,4.8012,4.7311,4.7215,4.7439,4.8459,4.8121,4.7505,4.8462,4.7837,4.801,4.8139,4.7848,4.7936,4.7913,4.8285,4.7891,4.8883,4.8028,4.8565,4.8147,4.7928,4.7855,4.7373,4.8205,4.7636,4.7613,4.7583,4.8251,4.8449,4.7827,4.8028,4.8681,4.8341,4.7835,4.8341,4.7939,4.7297,4.8249,4.7709,4.8441,4.8077,4.8232,4.7463,4.8385,4.7683,4.721,4.791,4.7694,4.7406,4.8059,4.7078,4.7323,4.8385,4.7495,4.8038,4.7345,4.7679,4.7724,4.7953,4.7614,4.7605,4.7995,4.7938,4.8023,4.8337,4.7342,4.7517,4.7654,4.7095,4.8228,4.7664,4.7722,4.7984,4.7774,4.7385,4.6795,4.8373,4.7507,4.7461,4.7495,4.7631,4.7613,4.7743,4.8014,4.8054,4.7928,4.7933,4.7452,4.7726,4.7376,4.8439,4.7591,4.7259,4.783,4.7583,4.7796,4.7599,4.8017,4.752,4.8113,4.762,4.8014,4.7827,4.7926,4.7527,4.7826,4.7526,4.7345,4.7274,4.7857,4.7426,4.8033,4.7705,4.7261,4.7761,4.783,4.7763,4.8174,4.7765,4.7765,4.7584,4.7993,4.8237,4.7773,4.7846,4.8205,4.8164,4.7384,4.7262,4.7749,4.7336,4.8033,4.7079,4.7337,4.8085,4.8397,4.7713,4.799,4.732,4.8697,4.7984,4.7806,4.8523,4.8234,4.691,4.7299,4.7368,4.7126,4.7307,4.7577,4.7108,4.7656,4.7587,4.7306,4.7252,4.769,4.7464,4.766,4.7435,4.7778,4.7862,4.7509,4.7203,4.7673,4.7107,4.7338,4.7701,4.7417,4.7328,4.7287,4.7026,4.7437,4.6275,4.8017,4.8271,4.7745,4.7177,4.729,4.7537,4.7867,4.7292,4.7414
4.6987,4.7643,4.8229,4.7088,4.6863,4.7275,4.6908,4.7774,4.7227,4.6905,4.8097,4.6912,4.7796,4.7518,4.7369,4.7318,4.6944,4.7048,4.7466,4.7949,4.7781,4.7244,4.7618,4.7503,4.7445,4.7784,4.7795,4.711,4.6929,4.6818,4.8101,4.6608,4.6719,4.7497,4.6986,4.7473,4.7004,4.8113,4.721,4.7582,4.777,4.6932,4.6808,4.7774,4.6886,4.7747,4.7454,4.7683,4.7216,4.7129,4.7304,4.7845,4.7103,4.6637,4.7017,4.6861,4.6359,4.7147,4.7241,4.7378,4.7397,4.7661,4.7188,4.7416,4.74,4.7384,4.7256,4.7352,4.8013,4.6731,4.7407,4.6931,4.7656,4.7576,4.6703,4.7483,4.7358,4.8227,4.8035,4.7451,4.7167,4.71,4.679,4.7158,4.7399,4.6795,4.697,4.6433,4.6794,4.6752,4.733,4.7583,4.7429,4.6994,4.7171,4.6813,4.7204,4.7125,4.7678,4.6921,4.7806,4.746,4.744,4.6623,4.7373,4.734,4.7006,4.7475,4.6473,4.6938,4.7089,4.7219,4.7329,4.7317,4.709,4.7801,4.7226,4.8593,4.7331,4.6511,4.6876,4.7382,4.7162,4.7557,4.7351,4.6597,4.6862,4.7383,4.7294,4.7432,4.6822,4.7303,4.6638,4.7381,4.7126,4.7346,4.6818,4.6771,4.6596,4.6892,4.724,4.6504,4.7335,4.7177,4.6728,4.7114,4.7159,4.7323,4.6777,4.7225,4.7523,4.6945,4.6715,4.6765,4.6979,4.7349,4.7966,4.6918,4.7356,4.7301,4.7322,4.7901,4.7151,4.6962,4.7486,4.7541,4.7665,4.7085,4.7474,4.6947,4.6803,4.7128,4.7434,4.5981,4.7416,4.7073,4.716,4.7253,4.7518,4.8013,4.6983,4.6667,4.6698,4.6456,4.7214,4.6883,4.662,4.7404,4.7413,4.669,4.678,4.7314,4.6876,4.6054,4.7108,4.6246,4.6038,4.7059,4.6993,4.7067,4.7197,4.7368,4.6783,4.6009,4.7152,4.7311,4.7537,4.7523,4.6826,4.7354,4.6748,4.7352,4.6375,4.728,4.6742,4.7308,4.7296,4.6537,4.7243,4.6388,4.7194,4.7064,4.6519,4.7045,4.7619,4.6402,4.6834,4.6818,4.6584,4.6446,4.6515,4.6768,4.5938,4.7021,4.6135,4.7241,4.6915,4.694,4.7144,4.7189,4.6408,4.6383,4.6865,4.6968,4.7187,4.6609,4.7132,4.7536,4.6887,4.6607
4.7233,4.7039,4.7586,4.6245,4.7084,4.7118,4.7313,4.7304,4.6636,4.6838,4.6773,4.7162,4.6984,4.6675,4.6148,4.7083,4.6839,4.6786,4.7575,4.6631,4.7475,4.6704,4.6847,4.7121,4.6593,4.6787,4.7148,4.6784,4.6455,4.68,4.6423,4.7495,4.6739,4.6822,4.623,4.6309,4.658,4.6265,4.6349,4.6624,4.6855,4.6728,4.7191,4.6551,4.7374,4.6689,4.7076,4.6176,4.6626,4.7284,4.6922,4.7306,4.6755,4.6091,4.7457,4.7013,4.6522,4.688,4.6398,4.6406,4.6429,4.67,4.6638,4.5464,4.5922,4.7016,4.6657,4.6916,4.6558,4.7458,4.7793,4.6717,4.7019,4.686,4.6111,4.6902,4.7054,4.6163,4.6398,4.7097,4.6286,4.6873,4.7729,4.6616,4.7259,4.7131,4.6543,4.6948,4.6757,4.6348,4.7312,4.7195,4.6318,4.6949,4.6594,4.6738,4.5653,4.6572,4.6812,4.7421,4.6881,4.6244,4.656,4.6603,4.6327,4.6953,4.6651,4.6818,4.6896,4.6662,4.7399,4.6799,4.6658,4.6858,4.6749,4.5973,4.5746,4.7227,4.6846,4.6629,4.6948,4.6037,4.6083,4.6641,4.6027,4.6846,4.6687,4.6607,4.6883,4.643,4.72,4.6258,4.6262,4.6893,4.5942,4.6606,4.6752,4.6701,4.5937,4.6273,4.6689,4.6356,4.6073,4.6802,4.6018,4.669,4.7443,4.6599,4.6348,4.6878,4.5983,4.6909,4.6346,4.6767,4.5635,4.7204,4.6683,4.6405,4.6468,4.7029,4.6685,4.6492,4.6106,4.6624,4.5692,4.6715,4.619,4.6477,4.6321,4.624,4.6764,4.6557,4.6845,4.5797,4.669,4.6599,4.6516,4.6143,4.6637,4.6766,4.711,4.658,4.6917,4.6017,4.6601,4.6435,4.6075,4.5843,4.6346,4.7086,4.6186,4.7318,4.6376,4.6229,4.7125,4.6364,4.6377,4.7489,4.645,4.6905,4.6485,4.5637,4.6872,4.6731,4.5593,4.6849,4.6361,4.6663,4.7133,4.6723,4.663,4.6117,4.6566,4.6531,4.6332,4.6462,4.7494,4.602,4.6983,4.7298,4.6531,4.6791,4.7739,4.7141,4.6584,4.6478,4.6462,4.6693,4.6213,4.7296,4.7014,4.6361,4.6698,4.7059,4.6843,4.5746,4.618,4.7023,4.666,4.6615,4.6388,4.6595,4.6573,4.5951,4.6383,4.6646,4.6306,4.632,4.723,4.6813
