5.5686,5.4537,5.3634,5.2326,5.1559,5.0435,4.9214,4.8722,4.8486,4.8404,4.7907,4.8225,4.7351,4.7145,4.6679,4.5712,4.5878,4.5778,4.5438,4.5774,4.5403,4.4677,4.5216,4.5487,4.5119,4.5782,4.5116,4.5322,4.4469,4.4684,4.5557,4.4295,4.4322,4.496,4.4724,4.4889,4.476,4.4316,4.3825,4.4266,4.4049,4.4858,4.4244,4.3868,4.4737,4.3649,4.4079,4.4895,4.4345,4.4175,4.3801,4.3951,4.4129,4.4322,4.3543,4.4262,4.3677,4.3367,4.3957,4.4189,4.3432,4.3571,4.3035,4.3088,4.3492,4.3281,4.3525,4.4098,4.336,4.2247,4.2272,4.3299,4.3089,4.2103,4.223,4.2204,4.2497,4.2582,4.3643,4.211,4.1309,4.0764,4.2292,4.0755,4.1552,4.1427,4.2155,4.1581,4.1392,4.1641,4.137,4.0519,4.1333,4.0502,4.1167,4.0982,4.0096,4.1299,4.1214,4.1034,4.1638,4.0638,4.1532,4.0511,4.1411,4.0179,4.1435,4.0775,4.029,4.1055,4.116,4.0562,4.0184,4.0565,4.0317,4.0364,4.0978,4.0642,4.0191,4.0652,4.0188,3.9958,4.0704,4.013,4.0489
3.968,3.9277,4.0535,3.8885,3.9944,4.0309,4.001,3.936,3.9783,3.9535,3.9914,3.9561,3.8692,3.9769,3.9437,3.8904,4.2024,4.1468,3.9001,4.2977,4.141,4.0406,3.7808,4.1363,4.0317,3.9904,3.9503,3.9124,3.9962,3.9455,3.8202,3.9787,3.9298,3.92,4.0136,4.0117,3.9418,3.9069,3.8848,3.9136,3.9244,3.9401,3.8466,3.9027,3.9106,3.8969,3.9327,3.8654,4.0116,3.8012,3.9532,3.9515,3.8247,3.8853,4.0405,3.8436,3.8225,3.8415,3.876,3.9109,3.7591,3.9274,3.83,3.7812,3.7936,3.895,3.8726,3.8177,3.7958,3.9921,3.8636,3.7913,3.83,3.7095,3.8514,3.8516,3.8028,3.8868,3.9125,3.8008,3.7445,3.8675,3.8389,3.7827,3.8527,3.8072,3.7667,3.8156,3.7681,3.7592,3.7156,3.8507,3.9012,3.7605,3.6919,3.7266,3.746,3.8665,3.7416,3.8254,3.7249,3.8052,3.8208,3.8196,3.834,3.6525,3.8511,3.6543,3.7826,3.7758,3.798,3.7084,3.7109,3.7486,3.7081,3.7627,3.7873,3.8443,3.7607,3.7011,3.7657,3.6142,3.736,3.7388,3.6544
3.7321,3.7362,3.7022,3.5968,3.6714,3.567,3.622,3.5864,3.6541,3.5892,3.6511,3.654,3.5702,3.6188,3.5985,3.5904,3.5163,3.6463,3.5,3.6484,3.5859,3.5394,3.5978,3.6731,3.5322,3.5411,3.5764,3.4789,3.4521,3.442,3.4447,3.5235,3.6065,3.3827,3.4804,3.4759,3.5707,3.5117,3.4174,3.4569,3.4679,3.4947,3.5311,3.5078,3.4992,3.4712,3.5597,3.4537,3.4031,3.4562,3.4408,3.3786,3.4346,3.5231,3.3863,3.3594,3.4636,3.4727,3.3351,3.598,3.3425,3.4643,3.3724,3.4095,3.4478,3.3805,3.5143,3.4396,3.4051,3.4387,3.3914,3.3673,3.302,3.28,3.3159,3.5226,3.3409,3.3209,3.3825,3.3789,3.337,3.3514,3.2913,3.4114,3.2831,3.2371,3.2599,3.3051,3.4042,3.2028,3.1914,3.2721,3.2528,3.3648,3.3987,3.2143,3.3327,3.4109,3.2402,3.2769,3.404,3.2941,3.2775,3.3508,3.2529,3.3234,3.2628,3.2342,3.265,3.2399,3.2231,3.2857,3.2743,3.2557,3.3077,3.2889,3.311,3.3552,3.1761,3.2119,3.2585,3.246,3.2956,3.2215,3.349
3.201,3.1536,3.1215,3.1144,3.1904,3.0878,3.1224,3.2175,3.0477,3.1241,3.0856,3.2847,3.1565,3.1984,3.119,3.1853,3.0638,3.1017,3.112,3.1772,3.1208,3.1038,3.0628,3.0654,3.0565,3.0993,3.1074,3.1253,2.9997,3.0697,3.1559,3.0676,3.1503,3.1177,3.1807,3.0762,3.1673,3.0863,3.0965,3.0648,3.0841,3.0971,3.164,3.0763,3.066,3.1268,3.1441,3.1446,3.0393,3.0505,3.0949,3.0598,3.1252,3.1311,3.0511,3.0409,3.1193,3.061,3.0673,3.0231,3.0181,3.1127,3.1121,3.0491,3.0454,2.9921,3.0347,3.0235,3.0844,3.0434,3.0741,3.0783,3.0269,3.137,3.0914,3.098,3.0327,3.0529,3.0625,3.0218,3.0987,3.0602,3.1047,3.0644,3.138,3.11,3.0748,3.0024,3.0277,3.0929,3.0897,3.1274,3.0379,3.0822,3.1226,3.0575,3.0785,2.9821,3.0682,3.0682,3.0292,2.9722,3.0462,2.9747,3.0917,2.9495,3.0156,2.9316,3.0091,2.9645,3.057,2.9637,2.9677,3.0196,3.0066,2.9716,2.9058,2.9721,2.9944,3.0022,2.991,2.9533,3.0109,3.0506,2.9828
2.8928,2.9365,2.8862,2.9867,3.0029,2.8389,2.8777,2.9833,2.9513,3.0425,2.9387,2.9917,2.935,2.889,2.8865,2.9277,2.8931,2.9217,2.939,2.9801,2.9335,2.8862,2.9819,2.9492,2.9633,2.8481,2.8721,2.8887,2.9198,2.9222,2.9091,2.8626,2.9642,2.8572,2.8386,2.919,2.8395,2.859,2.9213,3.0076,2.7925,2.8664,2.8706,2.9008,2.9158,2.8779,2.9058,2.8601,2.9207,2.8644,2.9689,2.8895,2.8465,2.9504,2.934,2.8988,2.9361,2.9414,2.8797,2.9411,2.944,2.9599,2.9411,2.8987,2.8662,2.9718,2.9013,2.9091,2.8787,2.8215,2.8051,2.821,2.8651,2.8543,2.7841,2.8655,2.9059,2.9394,2.9394,2.9612,2.8554,2.9555,2.9213,2.9032,2.868,2.8477,2.9365,2.8489,2.8821,2.9179,2.8322,2.8829,2.8707,2.8539,2.8291,2.8549,2.8054,2.8381,2.8732,2.8795,2.8943,2.8351,2.8458,2.8987,2.8541,2.8316,2.7911,2.862,2.8572,2.86,2.8695,2.887,2.8771,2.8708,2.8927,2.8215,2.8473,2.7924,2.9207,2.8332,2.7511,2.8162,2.7963,2.9314,2.8494
2.7456,2.7285,2.7899,2.7497,2.7533,2.75,2.7502,2.7633,2.751,2.7892,2.7521,2.7446,2.7364,2.7898,2.7594,2.7732,2.7469,2.8725,2.8308,2.7259,2.9343,2.8231,2.7562,2.8245,2.7911,2.7985,2.7759,2.8246,2.787,2.7778,2.8938,2.8806,2.9,2.7607,2.8603,2.8406,2.832,2.8927,3.054,2.8417,2.7778,2.7445,2.7798,2.7628,2.8422,2.8356,2.7393,2.7953,2.7895,2.7863,2.7215,2.8055,2.8111,2.791,2.827,2.7607,2.7963,2.8417,2.8278,2.8249,2.8222,2.768,2.7365,2.7345,2.8339,2.8043,2.805,2.8298,2.8667,2.7782,2.8867,2.7566,2.8614,2.7579,2.8643,2.7829,2.831,2.7617,2.8196,2.7914,2.8932,2.8532,2.8486,2.7641,2.7947,2.8122,2.8151,2.7317,2.8186,2.776,2.8172,2.7723,2.8237,2.8266,2.8229,2.8672,2.8275,2.8336,2.8104,2.8242,2.8248,2.8216,2.7893,2.8113,2.7929,2.8678,2.7497,2.7706,2.8398,2.8359,2.7953,2.821,2.8177,2.8814,2.765,2.8484,2.7767,2.8056,2.8126,2.8147,2.8357,2.8292,2.7963,2.765,2.8294
2.7117,2.7444,2.6724,2.7163,2.7625,2.7385,2.6788,2.762,2.7398,2.7439,2.679,2.7624,2.7084,2.7358,2.6292,2.7704,2.7623,2.665,2.7103,2.7374,2.629,2.7428,2.6868,2.7213,2.7446,2.6974,2.6836,2.7134,2.6986,2.6994,2.7736,2.6891,2.7641,2.7063,2.7236,2.764,2.7517,2.7161,2.7443,2.7943,2.7538,2.7564,2.7648,2.77,2.7341,2.7781,2.7648,2.7382,2.7661,2.73,2.7294,2.791,2.7874,2.7838,2.7347,2.7401,2.7053,2.8058,2.7786,2.7381,2.8075,2.7705,2.7217,2.8565,2.804,2.744,2.6755,2.7229,2.8064,2.7503,2.778,2.726,2.8026,2.7493,2.7588,2.8322,2.7581,2.8277,2.8362,2.751,2.8086,2.8179,2.7753,2.8075,2.697,2.7817,2.8263,2.8303,2.776,2.7727,2.7357,2.8103,2.8542,2.7965,2.8051,2.7439,2.8551,2.7597,2.7745,2.8049,2.8408,2.8388,2.769,2.8494,2.767,2.7161,2.7975,2.8072,2.7991,2.7345,2.7456,2.7358,2.7582,2.7679,2.774,2.9006,2.7552,2.8333,2.7374,2.8414,2.8402,2.8497,2.7853,2.7797,2.8557
2.5849,2.6899,2.6571,2.6574,2.6561,2.6617,2.618,2.6607,2.6116,2.6378,2.6353,2.742,2.5791,2.6421,2.6906,2.658,2.6326,2.6526,2.612,2.6609,2.6796,2.6851,2.7184,2.7096,2.6534,2.6658,2.7163,2.6564,2.7484,2.6684,2.7909,2.6668,2.6141,2.7073,2.7051,2.7018,2.6743,2.6937,2.6907,2.7234,2.6776,2.6563,2.7417,2.651,2.6834,2.653,2.7654,2.6763,2.7132,2.683,2.7711,2.7365,2.8026,2.7378,2.7956,2.7408,2.6976,2.7317,2.6993,2.675,2.7242,2.762,2.7939,2.7245,2.7044,2.7615,2.7313,2.7262,2.716,2.7344,2.6781,2.6676,2.7579,2.7217,2.7195,2.6798,2.7196,2.7227,2.7763,2.746,2.743,2.6839,2.7152,2.8285,2.7307,2.8116,2.6931,2.7396,2.7638,2.7067,2.7306,2.7224,2.747,2.7653,2.7123,2.7608,2.7117,2.7729,2.7958,2.7446,2.7519,2.7295,2.6975,2.6992,2.7729,2.7428,2.7105,2.7005,2.7532,2.7107,2.7836,2.7051,2.7975,2.6817,2.7196,2.7984,2.7142,2.7354,2.7583,2.7023,2.7736,2.7517,2.8137,2.7793,2.7236
2.546,2.5479,2.5458,2.5158,2.5129,2.4552,2.6085,2.548,2.539,2.6165,2.6209,2.5554,2.531,2.5511,2.5664,2.5719,2.5486,2.6187,2.513,2.5603,2.5308,2.5794,2.536,2.5426,2.5616,2.5817,2.6231,2.6326,2.5758,2.5795,2.5955,2.541,2.6253,2.6045,2.6366,2.619,2.5959,2.5882,2.6726,2.656,2.646,2.627,2.6443,2.5992,2.6227,2.5755,2.6492,2.6218,2.6334,2.682,2.585,2.6784,2.6216,2.6092,2.6306,2.5938,2.6825,2.6296,2.6413,2.6504,2.6647,2.6452,2.5928,2.5959,2.5876,2.6062,2.6264,2.6387,2.6546,2.6817,2.6027,2.6272,2.5641,2.6332,2.6832,2.6736,2.6355,2.6734,2.6267,2.6797,2.6566,2.7056,2.6574,2.673,2.683,2.6385,2.642,2.6348,2.6203,2.6381,2.6611,2.6736,2.6695,2.6554,2.6693,2.6279,2.6758,2.6443,2.6923,2.662,2.7046,2.6994,2.6786,2.7027,2.641,2.6155,2.6228,2.685,2.6585,2.6661,2.7426,2.72,2.7066,2.6314,2.6764,2.7173,2.6693,2.6442,2.6647,2.7128,2.7006,2.6608,2.6873,2.6578,2.6414
2.4215,2.4648,2.3942,2.3692,2.4594,2.4466,2.4225,2.4064,2.429,2.43,2.4398,2.4297,2.3977,2.4591,2.408,2.4005,2.39,2.3411,2.3848,2.3448,2.4381,2.4146,2.4086,2.3708,2.3696,2.411,2.445,2.4889,2.3609,2.3718,2.3837,2.3609,2.4587,2.4323,2.4498,2.5042,2.4231,2.4487,2.3967,2.4168,2.5144,2.5221,2.4965,2.508,2.5084,2.4648,2.368,2.4544,2.4803,2.4956,2.475,2.4784,2.4641,2.5097,2.515,2.5269,2.4753,2.4881,2.5405,2.504,2.505,2.5091,2.4929,2.5014,2.5354,2.5433,2.4808,2.4902,2.5353,2.534,2.4727,2.5145,2.5208,2.5726,2.503,2.5315,2.5135,2.5314,2.5939,2.4084,2.4852,2.4699,2.468,2.5096,2.5617,2.5335,2.6422,2.4914,2.5214,2.5618,2.5281,2.5505,2.5024,2.4816,2.5303,2.565,2.5026,2.4374,2.5081,2.5449,2.4652,2.5142,2.5655,2.5998,2.5179,2.5429,2.6437,2.4986,2.5124,2.5346,2.5614,2.5264,2.6035,2.5202,2.5227,2.5119,2.5162,2.5159,2.5298,2.5421,2.4717,2.4999,2.5622,2.5671,2.5249
